,Country Name,Year,Domestic credit to private sector (% of GDP),"Foreign direct investment, net inflows (% of GDP)",GDP per capita (constant 2015 US$),Gross fixed capital formation (% of GDP),"Inflation, consumer prices (annual %)",Trade (% of GDP)
125,South Africa,2000,117.09536648150166,0.6384275144236768,4700.875555007041,14.387054998105617,5.33895913599828,46.22072173540766
126,South Africa,2001,121.06974562622754,5.368345297851614,4786.482450462999,14.36330645767512,5.70189483049608,49.170945185829034
127,South Africa,2002,97.31737283408926,1.146357269116954,4916.814980686249,14.027285304685243,9.494713780996,53.46550162943685
128,South Africa,2003,102.76770118382782,0.3974927444325433,5011.622231501694,14.656912581889964,5.67942414068799,45.72386256897895
129,South Africa,2004,112.82091342021079,0.2741997905699491,5187.356834240336,15.167238958900187,-0.692039437857687,45.64357522400406
130,South Africa,2005,122.28316803326177,2.2578187450544545,5406.075813776378,15.878304902915428,2.06285308223427,47.4277813970329
131,South Africa,2006,139.00736774432139,0.2051255385740084,5650.988317654902,17.365539559822995,3.2439076541923,53.768141274114534
132,South Africa,2007,142.4220455111848,1.9775577221934935,5891.420694216981,19.021616305429227,6.17781214809388,57.12513913774696
133,South Africa,2008,125.95588025550617,3.126866143104527,6009.719631386346,21.61482221610876,9.90998456005467,65.97452379962331
134,South Africa,2009,121.09454632471672,2.3121747034499402,5847.058110845047,19.490864974796718,7.23809523809527,49.5875353278801
135,South Africa,2010,124.09389990564648,0.8849046116860118,5953.945065128211,17.561635724592872,4.06749555950263,50.406087162599924
136,South Africa,2011,118.97067599270264,0.903381424332558,6067.12482726885,17.809369183941804,5.0008533879502,54.63635043589712
137,South Africa,2012,125.16778545023735,1.064922494856964,6121.557838607126,17.934933446748975,5.73797139141739,55.58261719333446
138,South Africa,2013,127.02927247972448,2.0535809522968447,6170.876708633726,18.578712207731517,5.78016910069176,58.875027630051015
139,South Africa,2014,128.83837477965338,1.519327437539796,6155.005894625161,18.301198735846977,6.13282953059149,59.499574055059256
140,South Africa,2015,127.20324424273075,0.4387357920563592,6112.273824859742,18.008953285225303,4.51869094892506,56.726676144715626
141,South Africa,2016,124.36049611176378,0.684612553455795,6095.295060428005,17.4415036155936,6.60290842394872,55.86125750487819
142,South Africa,2017,127.03028385845417,0.5396739567594555,6125.6920507497025,16.39880517989085,5.18618655524149,53.53593182937409
143,South Africa,2018,118.38085796348712,1.374291171534595,6117.270140604696,15.922167482845555,4.50987264867388,54.48554512763406
144,South Africa,2019,117.18555686148926,1.3140775229330575,6032.829725986681,15.468989660074703,4.10285075461156,53.8979964081406
145,South Africa,2020,109.05469137272534,0.9330736843523942,5569.584833192716,13.798360538455473,3.23238831615113,50.75965908041766
146,South Africa,2021,92.9969726414732,9.660265336380125,5756.195494092128,13.051369251563216,4.61874544887136,56.034713837239856
147,South Africa,2022,91.72185856536899,2.270468574693655,5783.860904015363,14.065629972031715,7.03987272546482,64.78300213301083
148,South Africa,2023,90.54849256431325,0.9042127897869715,5747.419650264143,14.934713882316315,6.0752438457966,65.1800955490051
149,South Africa,2024,,0.6058072199731394,5708.96442241707,14.519660063875095,4.36115246518962,61.702598057575905
